image,folder,gt_disease,gt_severity,cnn_pred_class,cnn_confidence,fuzzy_disease,fuzzy_vsi_raw,fuzzy_severity,fuzzy_alert,uncertainty,diag_confidence,correct_severity,correct_disease,inference_mode
BACTERAILBLIGHT4_257.jpg,Mild Bacterial blight,Bacterial blight,Mild,Mild Bacterial blight,0.93,Bacterial blight,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERAILBLIGHT4_258.jpg,Mild Bacterial blight,Bacterial blight,Mild,Mild Bacterial blight,0.8219,Bacterial blight,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERAILBLIGHT4_259.jpg,Mild Bacterial blight,Bacterial blight,Mild,Mild Bacterial blight,0.3922,Bacterial blight,Mild (Nhẹ),Mild,Attention (Chú ý),High (Cao),25.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_246.jpg,Mild Bacterial blight,Bacterial blight,Mild,Mild Bacterial blight,0.8747,Bacterial blight,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_257 - Copy.jpg,Mild Bacterial blight,Bacterial blight,Mild,Mild Bacterial blight,0.9724,Bacterial blight,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_258.jpg,Mild Bacterial blight,Bacterial blight,Mild,Mild Bacterial blight,0.9267,Bacterial blight,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_068.JPG,Mild Blast,Blast,Mild,Mild Blast,0.4187,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),High (Cao),25.0,True,True,AI_CONFIDENT
BLAST9_081.jpg,Mild Blast,Blast,Mild,Mild Blast,0.9667,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_083.jpg,Mild Blast,Blast,Mild,Mild Blast,0.9644,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_085.jpg,Mild Blast,Blast,Mild,Mild Blast,0.9733,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_087.jpg,Mild Blast,Blast,Mild,Mild Blast,0.9747,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_089.jpg,Mild Blast,Blast,Mild,Mild Blast,0.9169,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_091.jpg,Mild Blast,Blast,Mild,Mild Blast,0.9691,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_093.jpg,Mild Blast,Blast,Mild,Mild Blast,0.9184,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_095.jpg,Mild Blast,Blast,Mild,Mild Blast,0.8142,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_097.jpg,Mild Blast,Blast,Mild,Mild Blast,0.9717,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_099.jpg,Mild Blast,Blast,Mild,Mild Blast,0.9453,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_107.jpg,Mild Blast,Blast,Mild,Mild Blast,0.6908,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),94.1,True,True,AI_CONFIDENT
BLAST9_131.jpg,Mild Blast,Blast,Mild,Mild Blast,0.7549,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_134.jpg,Mild Blast,Blast,Mild,Mild Blast,0.5289,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),High (Cao),47.28,True,True,AI_CONFIDENT
BLAST9_136.JPG,Mild Blast,Blast,Mild,Mild Blast,0.6451,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Medium (Trung bình),76.97,True,True,AI_CONFIDENT
BLAST9_143.JPG,Mild Blast,Blast,Mild,Mild Blast,0.9222,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_144.JPG,Mild Blast,Blast,Mild,Mild Blast,0.9544,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST9_146.JPG,Mild Blast,Blast,Mild,Mild Blast,0.6997,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),94.97,True,True,AI_CONFIDENT
BLAST9_147.JPG,Mild Blast,Blast,Mild,Mild Blast,0.6762,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Medium (Trung bình),84.59,True,True,AI_CONFIDENT
BLAST9_160.jpg,Mild Blast,Blast,Mild,Mild Blast,0.9858,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_093.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.9532,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_094.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.7818,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),94.68,True,True,AI_CONFIDENT
BROWNSPOT3_115.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.9216,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_118.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.8846,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_120.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.8544,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_124.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.9842,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_127.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.9787,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_128.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.9353,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_129.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.8088,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_131.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.9487,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_135.jpg,Mild Brownspot,Brownspot,Mild,Severe Brownspot,0.4888,Brownspot,Moderate (Trung bình),Mild,Attention (Chú ý),High (Cao),25.0,True,True,AI_CONFIDENT
BROWNSPOT3_136.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.8156,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_137.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.7289,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Medium (Trung bình),86.44,True,True,AI_CONFIDENT
BROWNSPOT3_138.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.7227,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Medium (Trung bình),86.23,True,True,AI_CONFIDENT
BROWNSPOT3_140.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.9514,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_147.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.935,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_162.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.9563,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_163.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.5009,Brownspot,Moderate (Trung bình),Mild,Attention (Chú ý),High (Cao),25.0,True,True,AI_CONFIDENT
BROWNSPOT3_164.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.9448,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BROWNSPOT3_165.jpg,Mild Brownspot,Brownspot,Mild,Mild Brownspot,0.966,Brownspot,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_138.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.9502,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_148.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.9206,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_149.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.9259,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_150.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.8844,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_167.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.5673,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Medium (Trung bình),67.21,True,True,AI_CONFIDENT
TUNGRO5_168.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.5259,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Medium (Trung bình),56.26,True,True,AI_CONFIDENT
TUNGRO5_169.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.7323,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_170.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.8053,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_171.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.7711,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_172.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.7895,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_173.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.9519,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_174.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.9438,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_175.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.8202,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_176.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.7149,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),94.23,True,True,AI_CONFIDENT
TUNGRO5_181.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.7947,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_182.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.8536,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_185.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.959,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_186.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.9504,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_187.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.9098,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
TUNGRO5_188.JPG,Mild Tungro,Tungro,Mild,Mild Tungro,0.9107,Tungro,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_189.jpg,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.9339,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_190.jpg,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.8972,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_194.jpg,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.7774,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_198.jpg,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.967,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_199.jpg,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.9559,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_203.JPG,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.9735,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_204.JPG,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.986,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_206.JPG,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.8971,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_213.jpg,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.9176,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_214.jpg,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.5583,Bacterial blight,Moderate (Trung bình),Mild,Attention (Chú ý),High (Cao),25.0,False,True,AI_CONFIDENT
BACTERIALBLIGHT2_235 - Copy.JPG,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.941,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_235.JPG,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.941,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_236.JPG,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.8466,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_237.JPG,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.5993,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Medium (Trung bình),79.1,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_238.JPG,Severe Bacterial blight,Bacterial blight,Severe,Mild Bacterial blight,0.7431,Bacterial blight,Mild (Nhẹ),Mild,Attention (Chú ý),Low (Thấp),93.47,False,True,AI_CONFIDENT
BACTERIALBLIGHT2_239.JPG,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.9003,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_242.JPG,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.9694,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_243.JPG,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.8473,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_244.jpg,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.9877,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BACTERIALBLIGHT2_248.jpg,Severe Bacterial blight,Bacterial blight,Severe,Severe Bacterial blight,0.6919,Bacterial blight,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Medium (Trung bình),83.75,True,True,AI_CONFIDENT
BLAST1_008.jpg,Severe Blast,Blast,Severe,Severe Blast,0.835,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_010.jpg,Severe Blast,Blast,Severe,Mild Blast,0.6217,Blast,Mild (Nhẹ),Mild,Attention (Chú ý),Medium (Trung bình),73.86,False,True,AI_CONFIDENT
BLAST1_012.jpg,Severe Blast,Blast,Severe,Severe Blast,0.8272,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_014.jpg,Severe Blast,Blast,Severe,Severe Blast,0.9278,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_016.jpg,Severe Blast,Blast,Severe,Severe Blast,0.8547,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_018.jpg,Severe Blast,Blast,Severe,Severe Blast,0.8146,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_020.jpg,Severe Blast,Blast,Severe,Severe Blast,0.8664,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),95.0,True,True,AI_CONFIDENT
BLAST1_022.jpg,Severe Blast,Blast,Severe,Severe Blast,0.7107,Blast,Severe (Nghiêm trọng),Severe,Danger (Nguy hiểm),Low (Thấp),94.48,True,True,AI_CONFIDENT
